98,Nick,Anderson,Nick Anderson,"Anderson, Nick",N. Anderson,nick-anderson,1968-01-20 00:00:00,Illinois,USA,Illinois/USA,6-6,228,14.0,5,Forward-Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,nick_anderson,1989.0,2002.0,N,Y,Y,1989,1,11,N
76045,Richard,Anderson,Richard Anderson,"Anderson, Richard",R. Anderson,richard-anderson,1960-11-19 00:00:00,California-Santa Barbara,USA,California-Santa Barbara/USA,6-10,240,6.0,35,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_richard_anderson,1982.0,1989.0,N,Y,Y,1982,2,32,N
76046,Ron,Anderson,Ron Anderson,"Anderson, Ron",R. Anderson,ron-anderson,1958-10-15 00:00:00,Fresno State,USA,Fresno State/USA,6-7,215,10.0,35,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_ron_anderson,1984.0,1993.0,N,Y,Y,1984,2,27,N
201583,Ryan,Anderson,Ryan Anderson,"Anderson, Ryan",R. Anderson,ryan-anderson,1988-05-06 00:00:00,California,USA,California/USA,6-9,240,12.0,,Forward,Inactive,N,0,,,,,ryan_anderson,2008.0,2019.0,N,Y,Y,2008,1,21,N
1000,Shandon,Anderson,Shandon Anderson,"Anderson, Shandon",S. Anderson,shandon-anderson,1973-12-31 00:00:00,Georgia,USA,Georgia/USA,6-6,215,10.0,49,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,shandon_anderson,1996.0,2005.0,N,Y,Y,1996,2,54,N
335,Willie,Anderson,Willie Anderson,"Anderson, Willie",W. Anderson,willie-anderson,1967-01-08 00:00:00,Georgia,USA,Georgia/USA,6-8,200,8.0,35,Guard-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,willie_anderson,1988.0,1996.0,N,Y,Y,1988,1,10,N
101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,"Andriuskevicius, Martynas",M. Andriuskevicius,martynas-andriuskevicius,1986-03-12 00:00:00,Zalgiris,Lithuania,Zalgiris/Lithuania,7-2,240,2.0,15,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,martynas_andriuskevicius,2005.0,2006.0,Y,Y,Y,2005,2,44,N
76049,Don,Anielak,Don Anielak,"Anielak, Don",D. Anielak,don-anielak,1930-11-01 00:00:00,Missouri State,USA,Missouri State/USA,6-7,190,1.0,12,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_don_anielak,1954.0,1954.0,N,Y,Y,1954,3,26,N
1628387,Ike,Anigbogu,Ike Anigbogu,"Anigbogu, Ike",I. Anigbogu,ike-anigbogu,1998-10-16 00:00:00,UCLA,USA,UCLA/USA,6-10,250,3.0,,Center,Inactive,N,0,,,,,ike_anigbogu,2017.0,2018.0,Y,Y,Y,2017,2,47,N
76050,Michael,Ansley,Michael Ansley,"Ansley, Michael",M. Ansley,michael-ansley,1967-02-08 00:00:00,Alabama,USA,Alabama/USA,6-7,225,3.0,54,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,HISTADD_michael_ansley,1989.0,1991.0,N,Y,Y,1989,2,37,N
1512,Chris,Anstey,Chris Anstey,"Anstey, Chris",C. Anstey,chris-anstey,1975-01-01 00:00:00,South East Melbourne,Australia,South East Melbourne/Australia,7-0,249,2.0,22,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,chris_anstey,1997.0,1999.0,N,Y,Y,1997,1,18,N
203507,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,1994-12-06 00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,7-0,243,10.0,34,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,giannis_antetokounmpo,2013.0,2023.0,N,Y,Y,2013,1,15,Y
1628961,Kostas,Antetokounmpo,Kostas Antetokounmpo,"Antetokounmpo, Kostas",K. Antetokounmpo,kostas-antetokounmpo,1997-11-20 00:00:00,University of Dayton,Greece,Dayton/Greece,6-10,200,4.0,37,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kostas_antetokounmpo,2018.0,2020.0,Y,Y,Y,2018,2,60,N
203648,Thanasis,Antetokounmpo,Thanasis Antetokounmpo,"Antetokounmpo, Thanasis",T. Antetokounmpo,thanasis-antetokounmpo,1992-07-18 00:00:00,Panathinaikos,Greece,Panathinaikos/Greece,6-7,219,5.0,43,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,thanasis_antetokounmpo,2015.0,2023.0,Y,Y,Y,2014,2,51,N
2546,Carmelo,Anthony,Carmelo Anthony,"Anthony, Carmelo",C. Anthony,carmelo-anthony,1984-05-29 00:00:00,Syracuse,USA,Syracuse/USA,6-7,238,20.0,7,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,carmelo_anthony,2003.0,2021.0,N,Y,Y,2003,1,3,Y
1630175,Cole,Anthony,Cole Anthony,"Anthony, Cole",C. Anthony,cole-anthony,2000-05-15 00:00:00,North Carolina,USA,North Carolina/USA,6-3,185,3.0,50,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,cole_anthony,2020.0,2023.0,N,Y,Y,2020,1,15,N
21,Greg,Anthony,Greg Anthony,"Anthony, Greg",G. Anthony,greg-anthony,1967-11-15 00:00:00,UNLV,USA,UNLV/USA,6-1,180,11.0,50,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,greg_anthony,1991.0,2001.0,N,Y,Y,1991,1,12,N
201202,Joel,Anthony,Joel Anthony,"Anthony, Joel",J. Anthony,joel-anthony,1982-08-09 00:00:00,UNLV,Canada,UNLV/Canada,6-9,245,11.0,30,Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,joel_anthony,2007.0,2016.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203544,Pero,Antic,Pero Antic,"Antic, Pero",P. Antic,pero-antic,1982-07-29 00:00:00,Olympiacos,Macedonia,Olympiacos/Macedonia,6-11,260,2.0,6,Forward-Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,pero_antic,2013.0,2014.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1628384,O.G.,Anunoby,O.G. Anunoby,"Anunoby, O.G.",O. Anunoby,og-anunoby,1997-07-17 00:00:00,Indiana,United Kingdom,Indiana/United Kingdom,6-7,232,6.0,3,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,og_anunoby,2017.0,2023.0,N,Y,Y,2017,1,23,N
2737,Rafael,Araujo,Rafael Araujo,"Araujo, Rafael",R. Araujo,rafael-araujo,1980-08-12 00:00:00,Brigham Young,Brazil,Brigham Young/Brazil,6-11,270,4.0,55,Center,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,rafael_araujo,2004.0,2006.0,N,Y,Y,2004,1,8,N
76053,Stacey,Arceneaux,Stacey Arceneaux,"Arceneaux, Stacey",S. Arceneaux,stacey-arceneaux,1936-02-17 00:00:00,Iowa State,USA,Iowa State/USA,6-4,210,1.0,,Forward,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_stacey_arceneaux,1961.0,1961.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76054,Nate,Archibald,Nate Archibald,"Archibald, Nate",N. Archibald,nate-archibald,1948-09-02 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-1,150,13.0,1,Guard,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_nate_archibald,1970.0,1983.0,N,Y,Y,1970,2,19,Y
2425,Robert,Archibald,Robert Archibald,"Archibald, Robert",R. Archibald,robert-archibald,1980-03-29 00:00:00,Illinois,Scotland,Illinois/Scotland,6-11,250,3.0,34,Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,robert_archibald,2002.0,2003.0,N,Y,Y,2002,2,31,N
1627853,Ryan,Arcidiacono,Ryan Arcidiacono,"Arcidiacono, Ryan",R. Arcidiacono,ryan-arcidiacono,1994-03-26 00:00:00,Villanova,USA,Villanova/USA,6-3,195,6.0,,Guard,Inactive,N,0,,,,,ryan_arcidiacono,2017.0,2022.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76055,Jim,Ard,Jim Ard,"Ard, Jim",J. Ard,jim-ard,1948-09-19 00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,215,4.0,34,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_jim_ard,1974.0,1977.0,N,Y,Y,1970,1,6,N
2240,Gilbert,Arenas,Gilbert Arenas,"Arenas, Gilbert",G. Arenas,gilbert-arenas,1982-01-06 00:00:00,Arizona,USA,Arizona/USA,6-4,215,12.0,10,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,gilbert_arenas,2001.0,2011.0,N,Y,Y,2001,2,30,N
2772,Trevor,Ariza,Trevor Ariza,"Ariza, Trevor",T. Ariza,trevor-ariza,1985-06-30 00:00:00,UCLA,USA,UCLA/USA,6-8,215,18.0,,Forward,Inactive,N,0,,,,,trevor_ariza,2004.0,2021.0,N,Y,Y,2004,2,43,N
76056,Paul,Arizin,Paul Arizin,"Arizin, Paul",P. Arizin,paul-arizin,1928-04-09 00:00:00,Villanova,USA,Villanova/USA,6-4,190,10.0,11,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_paul_arizin,1950.0,1961.0,N,Y,Y,1950,,,Y
76057,Joe,Arlauckas,Joe Arlauckas,"Arlauckas, Joe",J. Arlauckas,joe-arlauckas,1965-07-20 00:00:00,Niagara,USA,Niagara/USA,6-9,230,1.0,53,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_joe_arlauckas,1987.0,1987.0,N,Y,Y,1987,4,74,N
769,B.J.,Armstrong,B.J. Armstrong,"Armstrong, B.J.",B. Armstrong,bj-armstrong,1967-09-09 00:00:00,Iowa,USA,Iowa/USA,6-2,185,11.0,11,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,b.j._armstrong,1989.0,1999.0,N,Y,Y,1989,1,18,N
2220,Brandon,Armstrong,Brandon Armstrong,"Armstrong, Brandon",B. Armstrong,brandon-armstrong,1980-06-16 00:00:00,Pepperdine,USA,Pepperdine/USA,6-5,185,4.0,1,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,brandon_armstrong,2001.0,2003.0,Y,Y,Y,2001,1,23,N
353,Darrell,Armstrong,Darrell Armstrong,"Armstrong, Darrell",D. Armstrong,darrell-armstrong,1968-06-22 00:00:00,Fayetteville State,USA,Fayetteville State/USA,6-1,180,15.0,10,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,darrell_armstrong,1994.0,2007.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
200756,Hilton,Armstrong,Hilton Armstrong,"Armstrong, Hilton",H. Armstrong,hilton-armstrong,1984-11-23 00:00:00,Connecticut,USA,Connecticut/USA,6-11,235,6.0,57,Forward-Center,Inactive,N,1610612740,Hornets,NOH,pelicans,New Orleans,hilton_armstrong,2006.0,2013.0,Y,Y,Y,2006,1,12,N
76059,Tate,Armstrong,Tate Armstrong,"Armstrong, Tate",T. Armstrong,tate-armstrong,1955-10-05 00:00:00,Duke,USA,Duke/USA,6-3,175,2.0,14,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_tate_armstrong,1977.0,1978.0,N,Y,Y,1977,1,13,N
76062,Jesse,Arnelle,Jesse Arnelle,"Arnelle, Jesse",J. Arnelle,jesse-arnelle,1933-12-30 00:00:00,Penn State,USA,Penn State/USA,6-5,220,1.0,15-18,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_jesse_arnelle,1955.0,1955.0,N,Y,Y,1955,2,13,N
76064,Bob,Arnzen,Bob Arnzen,"Arnzen, Bob",B. Arnzen,bob-arnzen,1947-11-03 00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,205,1.0,21-30,Forward,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_bob_arnzen,1970.0,1970.0,N,Y,Y,1969,8,103,N
2306,Carlos,Arroyo,Carlos Arroyo,"Arroyo, Carlos",C. Arroyo,carlos-arroyo,1979-07-30 00:00:00,Florida International,Puerto Rico,Florida International/Puerto Rico,6-2,200,10.0,45,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,carlos_arroyo,2001.0,2010.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
201589,Darrell,Arthur,Darrell Arthur,"Arthur, Darrell",D. Arthur,darrell-arthur,1988-03-25 00:00:00,Kansas,USA,Kansas/USA,6-9,235,10.0,00,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,darrell_arthur,2008.0,2017.0,N,Y,Y,2008,1,27,N
76065,John,Arthurs,John Arthurs,"Arthurs, John",J. Arthurs,john-arthurs,1947-08-15 00:00:00,Tulane,USA,Tulane/USA,6-4,185,1.0,12,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_john_arthurs,1969.0,1969.0,N,Y,Y,1969,6,73,N
1628503,Jamel,Artis,Jamel Artis,"Artis, Jamel",J. Artis,jamel-artis,1993-01-12 00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-7,213,2.0,0,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,jamel_artis,2017.0,2017.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201600,Omer,Asik,Omer Asik,"Asik, Omer",O. Asik,omer-asik,1986-07-04 00:00:00,Fenerbahce,Turkey,Fenerbahce/Turkey,7-0,255,9.0,3,Center,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,omer_asik,2010.0,2017.0,N,Y,Y,2008,2,36,N
355,Vincent,Askew,Vincent Askew,"Askew, Vincent",V. Askew,vincent-askew,1966-02-28 00:00:00,Memphis,USA,Memphis/USA,6-6,210,9.0,,Guard,Inactive,N,0,,,,,vincent_askew,1987.0,1997.0,N,Y,Y,1987,2,39,N
76068,Don,Asmonga,Don Asmonga,"Asmonga, Don",D. Asmonga,don-asmonga,1928-02-15 00:00:00,Alliance,USA,Alliance/USA,6-2,185,1.0,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_don_asmonga,1953.0,1953.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76069,Richard,Atha,Richard Atha,"Atha, Richard",R. Atha,richard-atha,1931-09-21 00:00:00,Indiana State,USA,Indiana State/USA,6-2,190,2.0,7,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_dick_atha,1955.0,1957.0,N,Y,Y,1953,,,N
1088,Chucky,Atkins,Chucky Atkins,"Atkins, Chucky",C. Atkins,chucky-atkins,1974-08-14 00:00:00,South Florida,USA,South Florida/USA,5-11,185,12.0,17,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chucky_atkins,1999.0,2009.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76071,Chet,Aubuchon,Chet Aubuchon,"Aubuchon, Chet",C. Aubuchon,chet-aubuchon,1916-05-08 00:00:00,Michigan State,USA,Michigan State/USA,5-10,137,1.0,,Guard,Inactive,N,1610610028,Falcons,DEF,falcons,Detroit,HISTADD_chet_aubuchon,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
278,Stacey,Augmon,Stacey Augmon,"Augmon, Stacey",S. Augmon,stacey-augmon,1968-08-01 00:00:00,UNLV,USA,UNLV/USA,6-8,213,16.0,2,Forward-Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,stacey_augmon,1991.0,2005.0,N,Y,Y,1991,1,9,N
201571,D.J.,Augustin,D.J. Augustin,"Augustin, D.J.",D. Augustin,dj-augustin,1987-11-10 00:00:00,Texas-Austin,USA,Texas-Austin/USA,5-11,183,14.0,4,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,d.j._augustin,2008.0,2023.0,N,Y,Y,2008,1,9,N
200788,James,Augustine,James Augustine,"Augustine, James",J. Augustine,james-augustine,1984-02-27 00:00:00,Illinois,USA,Illinois/USA,6-10,235,2.0,40,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,james_augustine,2006.0,2007.0,Y,Y,Y,2006,2,41,N
1134,Ike,Austin,Ike Austin,"Austin, Ike",I. Austin,ike-austin,1969-08-18 00:00:00,Arizona State,USA,Arizona State/USA,6-10,288,9.0,,Center,Inactive,N,0,,,,,ike_austin,1991.0,2001.0,N,Y,Y,1991,2,48,N
76073,John,Austin,John Austin,"Austin, John",J. Austin,john-austin,1944-08-31 00:00:00,Boston College,USA,Boston College/USA,6-0,170,1.0,34,Guard,Inactive,N,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_johnny_austin,1966.0,1966.0,N,Y,Y,1966,4,38,N
138,Anthony,Avent,Anthony Avent,"Avent, Anthony",A. Avent,anthony-avent,1969-10-18 00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,240,6.0,30,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,anthony_avent,1992.0,1999.0,N,Y,Y,1991,1,15,N
76076,William,Averitt,William Averitt,"Averitt, William",W. Averitt,william-averitt,1952-07-22 00:00:00,Pepperdine,USA,Pepperdine/USA,6-2,170,2.0,15,Guard,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADD_bird_averitt,1976.0,1977.0,N,Y,Y,1973,4,55,N
1895,William,Avery,William Avery,"Avery, William",W. Avery,william-avery,1979-08-08 00:00:00,Duke,USA,Duke/USA,6-2,180,4.0,30,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,william_avery,1999.0,2002.0,N,Y,Y,1999,1,14,N
76078,Dennis,Awtrey,Dennis Awtrey,"Awtrey, Dennis",D. Awtrey,dennis-awtrey,1948-02-22 00:00:00,Santa Clara,USA,Santa Clara/USA,6-10,235,12.0,20,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_dennis_awtrey,1970.0,1981.0,N,Y,Y,1970,3,46,N
1630555,Joel,Ayayi,Joel Ayayi,"Ayayi, Joel",J. Ayayi,joel-ayayi,2000-03-05 00:00:00,Gonzaga,France,Gonzaga/France,6-4,180,2.0,,Guard,Inactive,N,0,,,,,joel_ayayi,2021.0,2021.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202970,Gustavo,Ayon,Gustavo Ayon,"Ayon, Gustavo",G. Ayon,gustavo-ayon,1985-04-01 00:00:00,Baloncesto Fuenlabrada,Mexico,Baloncesto Fuenlabrada/Mexico,,,3.0,,,Inactive,N,0,,,,,gustavo_ayon,2011.0,2016.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
201965,Jeff,Ayres,Jeff Ayres,"Ayres, Jeff",J. Ayres,jeff-ayres,1987-04-29 00:00:00,Arizona State,USA,Arizona State/USA,6-9,250,7.0,19,Forward-Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,jeff_ayres,2009.0,2015.0,Y,Y,Y,2009,2,31,N
1629028,Deandre,Ayton,Deandre Ayton,"Ayton, Deandre",D. Ayton,deandre-ayton,1998-07-23 00:00:00,Arizona,Bahamas,Arizona/Bahamas,7-0,250,5.0,22,Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,deandre_ayton,2018.0,2023.0,N,Y,Y,2018,1,1,N
101235,Kelenna,Azubuike,Kelenna Azubuike,"Azubuike, Kelenna",K. Azubuike,kelenna-azubuike,1983-12-16 00:00:00,Kentucky,United Kingdom,Kentucky/United Kingdom,6-5,215,5.0,4,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,kelenna_azubuike,2006.0,2011.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1628962,Udoka,Azubuike,Udoka Azubuike,"Azubuike, Udoka",U. Azubuike,udoka-azubuike,1999-09-17 00:00:00,Kansas,Nigeria,Kansas/Nigeria,6-11,270,3.0,20,Center-Forward,Active,N,1610612762,Jazz,UTA,jazz,Utah,udoka_azubuike,2020.0,2023.0,Y,Y,Y,2020,1,27,N
203569,Chris,Babb,Chris Babb,"Babb, Chris",C. Babb,chris-babb,1990-02-14 00:00:00,Iowa State,USA,Iowa State/USA,6-5,225,3.0,52,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,chris_babb,2013.0,2014.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202337,Luke,Babbitt,Luke Babbitt,"Babbitt, Luke",L. Babbitt,luke-babbitt,1989-06-20 00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-9,225,9.0,22,Forward,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,luke_babbitt,2010.0,2017.0,Y,Y,Y,2010,1,16,N
76079,Milos,Babic,Milos Babic,"Babic, Milos",M. Babic,milos-babic,1968-11-23 00:00:00,Tennessee Tech,USA,Tennessee Tech/USA,7-0,240,2.0,00,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_milos_babic,1990.0,1991.0,N,Y,Y,1990,2,50,N
76080,Johnny,Bach,Johnny Bach,"Bach, Johnny",J. Bach,johnny-bach,1924-07-10 00:00:00,Fordham,USA,Fordham/USA,6-2,180,1.0,17,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_johnny_bach,1948.0,1948.0,N,Y,Y,1948,,,N
1628407,Dwayne,Bacon,Dwayne Bacon,"Bacon, Dwayne",D. Bacon,dwayne-bacon,1995-08-30 00:00:00,Florida State,USA,Florida State/USA,6-6,221,5.0,8,Guard-Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,dwayne_bacon,2017.0,2020.0,Y,Y,Y,2017,2,40,N
76081,Jim,Baechtold,Jim Baechtold,"Baechtold, Jim",J. Baechtold,jim-baechtold,1927-12-09 00:00:00,Eastern Kentucky,USA,Eastern Kentucky/USA,6-4,205,5.0,10,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_jim_baechtold,1952.0,1956.0,N,Y,Y,1952,1,2,N
2053,Dalibor,Bagaric,Dalibor Bagaric,"Bagaric, Dalibor",D. Bagaric,dalibor-bagaric,1980-07-02 00:00:00,Benston Zagreb,Croatia,Benston Zagreb/Croatia,7-1,290,4.0,11,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,dalibor_bagaric,2000.0,2002.0,N,Y,Y,2000,1,24,N
76082,John,Bagley,John Bagley,"Bagley, John",J. Bagley,john-bagley,1960-04-23 00:00:00,Boston College,USA,Boston College/USA,6-0,185,11.0,5,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_john_bagley,1982.0,1993.0,N,Y,Y,1982,1,12,N
1628963,Marvin,Bagley III,Marvin Bagley III,"Bagley III, Marvin",M. Bagley III,marvin-bagley-iii,1999-03-14 00:00:00,Duke,USA,Duke/USA,6-10,235,5.0,35,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,marvin_bagley_iii,2018.0,2023.0,N,Y,Y,2018,1,2,N
76084,Carl,Bailey,Carl Bailey,"Bailey, Carl",C. Bailey,carl-bailey,1958-04-23 00:00:00,Tuskegee,USA,Tuskegee/USA,7-0,210,1.0,21,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_carl_bailey,1981.0,1981.0,N,Y,Y,1980,3,66,N
76083,Gus,Bailey,Gus Bailey,"Bailey, Gus",G. Bailey,gus-bailey,1951-02-18 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-5,185,5.0,20,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_gus_bailey,1974.0,1979.0,N,Y,Y,1974,2,23,N
76085,James,Bailey,James Bailey,"Bailey, James",J. Bailey,james-bailey,1957-05-21 00:00:00,Rutgers,USA,Rutgers/USA,6-9,220,9.0,2,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_james_bailey,1979.0,1987.0,N,Y,Y,1979,1,6,N
1847,Thurl,Bailey,Thurl Bailey,"Bailey, Thurl",T. Bailey,thurl-bailey,1961-04-07 00:00:00,North Carolina State,USA,North Carolina State/USA,6-11,247,12.0,41,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,thurl_bailey,1983.0,1998.0,N,Y,Y,1983,1,7,N
1753,Toby,Bailey,Toby Bailey,"Bailey, Toby",T. Bailey,toby-bailey,1975-11-19 00:00:00,UCLA,USA,UCLA/USA,6-6,213,3.0,11,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,toby_bailey,1998.0,2002.0,N,Y,Y,1998,2,45,N
1858,Mark,Baker,Mark Baker,"Baker, Mark",M. Baker,mark-baker,1969-11-11 00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,1.0,,Guard,Inactive,N,0,,,,,mark_baker,1998.0,1998.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2486,Maurice,Baker,Maurice Baker,"Baker, Maurice",M. Baker,maurice-baker,1979-07-28 00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-2,200,2.0,,Guard,Inactive,N,0,,,,,maurice_baker,2002.0,2004.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76089,Norm,Baker,Norm Baker,"Baker, Norm",N. Baker,norm-baker,1923-02-17 00:00:00,Victoria,Canada,Victoria/Canada,6-0,180,1.0,,Guard,Inactive,N,1610610025,Stags,CHS,stags,Chicago,HISTADD_norm_baker,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1627758,Ron,Baker,Ron Baker,"Baker, Ron",R. Baker,ron-baker,1993-03-30 00:00:00,Wichita State,USA,Wichita State/USA,6-4,220,3.0,,Guard,Inactive,N,0,,,,,ron_baker,2016.0,2018.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
452,Vin,Baker,Vin Baker,"Baker, Vin",V. Baker,vin-baker,1971-11-23 00:00:00,Hartford,USA,Hartford/USA,6-11,240,13.0,34,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vin_baker,1993.0,2005.0,N,Y,Y,1993,1,8,N
1627735,Wade,Baldwin IV,Wade Baldwin IV,"Baldwin IV, Wade",W. Baldwin IV,wade-baldwin-iv,1996-03-29 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-4,200,3.0,,Guard,Inactive,N,0,,,,,wade_baldwin iv,2016.0,2018.0,Y,Y,Y,2016,1,17,N
1631116,Patrick,Baldwin Jr.,Patrick Baldwin Jr.,"Baldwin Jr., Patrick",P. Baldwin Jr.,patrick-baldwin-jr,2002-11-18 00:00:00,Wisconsin-Milwaukee,USA,Wisconsin-Milwaukee/USA,6-9,220,1.0,7,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,patrick_baldwin_jr,2022.0,2023.0,Y,Y,Y,2022,1,28,N
200764,Renaldo,Balkman,Renaldo Balkman,"Balkman, Renaldo",R. Balkman,renaldo-balkman,1984-07-14 00:00:00,South Carolina,USA,South Carolina/USA,6-8,225,7.0,,Forward,Inactive,N,0,,,,,renaldo_balkman,2006.0,2011.0,Y,Y,Y,2006,1,20,N
76090,Cedric,Ball,Cedric Ball,"Ball, Cedric",C. Ball,cedric-ball,1968-04-16 00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-8,210,1.0,44,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_cedric_ball,1990.0,1990.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
